location_1,email_domain,count
"Maracaibo, Venezuela",hotmail.com,30
"Victorville, California",gmail.com,30
"Conroe, Texas",yahoo.com,30
"New York, New York",yahoo.fr,30
"Astoria, New York",gmail.com,29
"Springfield, Missouri",gmail.com,29
"Redwood City, California",gmail.com,29
"Plaquemine, Louisiana",yahoo.com,29
"Sandy, Utah",gmail.com,29
"Waukegan, Illinois",gmail.com,29
"Miramar, Florida",gmail.com,29
"Garden Grove, California",gmail.com,29
"Kalamazoo, Michigan",yahoo.com,29
"Costa Mesa, California",yahoo.com,29
"Parma, Ohio",yahoo.com,29
"Merrillville, Indiana",yahoo.com,29
"Mexico City, Mexico",gmail.com,29
"Hialeah, Florida",hotmail.com,29
"Lakewood, Ohio",gmail.com,29
"San Antonio, Texas",msn.com,29
"Frisco, Texas",yahoo.com,29
"Elgin, Illinois",yahoo.com,29
"Salinas, California",gmail.com,29
"Cleveland Heights, Ohio",yahoo.com,29
"Marietta, Georgia",yahoo.com,29
"Irvine, California",hotmail.com,29
"Fontana, California",gmail.com,29
"Fort Wayne, Indiana",gmail.com,29
"Milford, Connecticut",gmail.com,29
"Orange, California",yahoo.com,29
"Deerfield Beach, Florida",yahoo.com,29
"San Juan, Puerto Rico",yahoo.com,29
"Spring, Texas",yahoo.com,29
"Allentown, Pennsylvania",gmail.com,29
"Mesa, Arizona",hotmail.com,29
"Atlanta, Georgia",live.com,29
"Philipsburg, Netherlands Antilles",gmail.com,28
"Hamden, Connecticut",gmail.com,28
"Murfreesboro, Tennessee",gmail.com,28
"Weston, Florida",gmail.com,28
"Hamden, Connecticut",yahoo.com,28
"Yonkers, New York",hotmail.com,28
"Kansas City, Kansas",gmail.com,28
"Orem, Utah",gmail.com,28
"Chicago, Illinois",att.net,28
"Clanton, Alabama",yahoo.com,28
"Rochester, New York",hotmail.com,28
"Portage, Indiana",gmail.com,28
"Atwater, California",yahoo.com,28
"Van Nuys, California",yahoo.com,28
"Glendale, Arizona",yahoo.com,28
"Elk Grove, California",yahoo.com,28
"Jamaica, New York",gmail.com,28
"Pasadena, California",yahoo.com,28
"Port Saint Lucie, Florida",gmail.com,28
"Las Cruces, New Mexico",gmail.com,28
"Philipsburg, Netherlands Antilles",hotmail.com,28
"Danville, Illinois",gmail.com,28
"Lubbock, Texas",gmail.com,28
"Ontario, California",gmail.com,28
"San Marcos, Texas",yahoo.com,28
"Meriden, Connecticut",gmail.com,28
"Odessa, Texas",yahoo.com,28
"Wilmington, North Carolina",yahoo.com,28
"New Brunswick, New Jersey",hotmail.com,28
"Woodbridge, Virginia",hotmail.com,28
"Washington, District of Columbia",msn.com,28
"The Woodlands, Texas",gmail.com,27
"Garland, Texas",gmail.com,27
"Perth Amboy, New Jersey",hotmail.com,27
"Duluth, Minnesota",hotmail.com,27
"Bothell, Washington",gmail.com,27
"Jackson, Mississippi",gmail.com,27
"Woodland Hills, California",gmail.com,27
"San Francisco, California",aol.com,27
"Lakeland, Florida",yahoo.com,27
"Augusta, Georgia",yahoo.com,27
"Newport News, Virginia",yahoo.com,27
"Post Falls, Idaho",gmail.com,27
"Hammond, Indiana",gmail.com,27
"Henderson, Nevada",gmail.com,27
"North Chicago, Illinois",yahoo.com,27
"Sunrise, Florida",yahoo.com,27
"East Chicago, Indiana",yahoo.com,27
"College Station, Texas",yahoo.com,27
"Lexington, Kentucky",yahoo.com,27
"Akron, Ohio",gmail.com,27
"Hueytown, Alabama",yahoo.com,27
"Fargo, North Dakota",gmail.com,27
"Newport Beach, California",yahoo.com,27
"Fairfax, Virginia",hotmail.com,27
"Milford, Connecticut",yahoo.com,27
"Gaithersburg, Maryland",gmail.com,27
"Reno, Nevada",hotmail.com,27
"Myrtle Beach, South Carolina",gmail.com,27
"Boca Raton, Florida",aol.com,27
"Newport News, Virginia",gmail.com,27
"Palm Springs, California",gmail.com,26
"Escondido, California",gmail.com,26
"Midland, Texas",yahoo.com,26
"Pensacola, Florida",yahoo.com,26
"Lubbock, Texas",yahoo.com,26
"Burbank, California",gmail.com,26
"Springfield, Illinois",comcast.net,26
"Westchester, New York",aol.com,26
"Hobart, Indiana",yahoo.com,26
"San Juan, Puerto Rico",hotmail.com,26
"New Braunfels, Texas",yahoo.com,26
"Knoxville, Tennessee",yahoo.com,26
"Fort Wayne, Indiana",yahoo.com,26
"Charleston, Illinois",gmail.com,26
"Charlottesville, Virginia",gmail.com,26
"Gilbert, Arizona",gmail.com,26
"Greenville, South Carolina",yahoo.com,26
"Hampton, Virginia",yahoo.com,26
"Fargo, North Dakota",yahoo.com,26
"Galt, California",yahoo.com,26
"Redondo Beach, California",gmail.com,26
"Kissimmee, Florida",hotmail.com,26
"Post Falls, Idaho",yahoo.com,26
"Bowie, Maryland",yahoo.com,26
"Moody, Alabama",yahoo.com,26
"Sterling Heights, Michigan",yahoo.com,26
"Springfield, Illinois",hotmail.com,26
"New York, New York",mail.ru,26
"Van Nuys, California",gmail.com,26
"Baltimore, Maryland",aol.com,26
"Tuscaloosa, Alabama",hotmail.com,26
"Birmingham, Alabama",ymail.com,26
"Atlanta, Georgia",bellsouth.net,26
"Auburn, Washington",yahoo.com,26
"Bellevue, Washington",yahoo.com,26
"Aurora, Colorado",gmail.com,26
"Davie, Florida",gmail.com,26
"Overland Park, Kansas",gmail.com,26
"Berkeley, California",yahoo.com,26
"Vancouver, Washington",gmail.com,26
"Fargo, North Dakota",hotmail.com,25
"Clanton, Alabama",gmail.com,25
"Saint Paul, Minnesota",yahoo.com,25
"Escondido, California",yahoo.com,25
"Roanoke, Virginia",gmail.com,25
"Herndon, Virginia",gmail.com,25
"Urbana, Illinois",gmail.com,25
"Orange, California",hotmail.com,25
"Gary, Indiana",gmail.com,25
"Aventura, Florida",gmail.com,25
"Clifton, New Jersey",hotmail.com,25
"New York, New York",icloud.com,25
"Des Moines, Iowa",yahoo.com,25
"Austin, Texas",live.com,25
"Charleston, South Carolina",hotmail.com,25
"Reston, Virginia",gmail.com,25
"Renton, Washington",yahoo.com,25
"North Miami Beach, Florida",gmail.com,25
"Virginia Beach, Virginia",hotmail.com,25
"Chattanooga, Tennessee",gmail.com,25
"Pembroke Pines, Florida",aol.com,25
"Chennai, India",gmail.com,25
"Austin, Texas",aol.com,25
"Toledo, Ohio",gmail.com,25
"Lehigh Acres, Florida",yahoo.com,25
"Brainerd, Minnesota",gmail.com,25
"Manassas, Virginia",yahoo.com,25
"New York, New York",me.com,25
"Santa Cruz, California",yahoo.com,25
"Madison, Wisconsin",hotmail.com,25
"Palatine, Illinois",gmail.com,25
"San Diego, California",live.com,25
"Zion, Illinois",yahoo.com,25
"Lowell, Massachusetts",yahoo.com,25
"Kalamazoo, Michigan",gmail.com,25
"Rancho Cucamonga, California",yahoo.com,25
"San Antonio, Texas",icloud.com,25
"Charleston, Illinois",yahoo.com,25
"Corpus Christi, Texas",gmail.com,25
"Philadelphia, Pennsylvania",live.com,24
"New Haven, Connecticut",aol.com,24
"Pomona, California",gmail.com,24
"Mission, Texas",hotmail.com,24
"Provo, Utah",yahoo.com,24
"Baton Rouge, Louisiana",ymail.com,24
"Inglewood, California",yahoo.com,24
"Princeton, New Jersey",gmail.com,24
"Stratford, Connecticut",yahoo.com,24
"Colorado Springs, Colorado",hotmail.com,24
"Boynton Beach, Florida",aol.com,24
"Brentwood, New York",hotmail.com,24
"Davie, Florida",yahoo.com,24
"Brooklyn, New York",live.com,24
"Sugar Land, Texas",gmail.com,24
"Wellington, Florida",gmail.com,24
"Weslaco, Texas",yahoo.com,24
"Huntington Beach, California",hotmail.com,24
"Cleveland, Ohio",att.net,24
"San Mateo, California",gmail.com,24
"San Jose, California",hotmail.com,24
"Santa Barbara, California",hotmail.com,24
"Binghamton, New York",gmail.com,24
"Zachary, Louisiana",yahoo.com,24
"Miami, Florida",ymail.com,24
"Milford, Connecticut",aol.com,24
"Sunrise, Florida",gmail.com,24
"Montgomery, Alabama",gmail.com,24
"Baton Rouge, Louisiana",bellsouth.net,24
"Corpus Christi, Texas",yahoo.com,24
"Las Vegas, Nevada",cox.net,24
"Teaneck, New Jersey",gmail.com,24
"Omaha, Nebraska",yahoo.com,24
"Waldorf, Maryland",yahoo.com,24
"Tustin, California",gmail.com,24
"Norwalk, California",yahoo.com,24
"Patterson, California",yahoo.com,24
"Perth Amboy, New Jersey",gmail.com,24
"Carlsbad, California",gmail.com,24
"Passaic, New Jersey",gmail.com,24
"Rancho Cucamonga, California",hotmail.com,24
"Syracuse, New York",yahoo.com,24
"Landover, Maryland",yahoo.com,24
"Bayonne, New Jersey",aol.com,24
"Pensacola, Florida",gmail.com,24
"Palm Bay, Florida",gmail.com,24
"Amarillo, Texas",yahoo.com,23
"Phoenix, Arizona",cox.net,23
"Moreno Valley, California",hotmail.com,23
"Shoreline, Washington",gmail.com,23
"Michigan City, Indiana",hotmail.com,23
"Boise, Idaho",aol.com,23
"Encinitas, California",gmail.com,23
"Richardson, Texas",gmail.com,23
"Pharr, Texas",yahoo.com,23
"West New York, New Jersey",yahoo.com,23
"Lynn, Massachusetts",gmail.com,23
"Lowell, Massachusetts",gmail.com,23
"Mexicali, Baja California",hotmail.com,23
"Gainesville, Florida",yahoo.com,23
"Round Rock, Texas",yahoo.com,23
"South Gate, California",yahoo.com,23
"Little Rock, Arkansas",yahoo.com,23
"Mission Viejo, California",yahoo.com,23
"East Orange, New Jersey",gmail.com,23
"Los Angeles, California",outlook.com,23
"Grand Prairie, Texas",yahoo.com,23
"Oklahoma City, Oklahoma",hotmail.com,23
"Williamsburg, Virginia",gmail.com,23
"Boston, Massachusetts",live.com,23
"Concord, California",gmail.com,23
"Phoenix, Arizona",aol.com,23
"Los Angeles, California",icloud.com,23
"Converse, Texas",yahoo.com,23
"Palm Beach Gardens, Florida",gmail.com,23
"Louisville, Kentucky",hotmail.com,23
"Brooklyn, New York",aim.com,23
"Sioux Falls, South Dakota",gmail.com,23
"New Brunswick, New Jersey",gmail.com,23
"Simi Valley, California",yahoo.com,23
"Deerfield Beach, Florida",hotmail.com,23
"Warren, Michigan",yahoo.com,23
"Cape Coral, Florida",hotmail.com,23
"Donaldsonville, Louisiana",yahoo.com,23
"Doral, Florida",gmail.com,23
"Perris, California",yahoo.com,23
"Elk Grove, California",gmail.com,23
"Redmond, Washington",gmail.com,23
"Evanston, Illinois",gmail.com,23
"Irvington, New Jersey",yahoo.com,23
"Jamaica, New York",yahoo.com,23
"Staten Island, New York",hotmail.com,23
"Visalia, California",gmail.com,22
"East Orange, New Jersey",yahoo.com,22
"Paris, France",gmail.com,22
"Alabaster, Alabama",gmail.com,22
Hollywood,yahoo.com,22
"Hollywood, Florida",aol.com,22
"Miami Beach, Florida",aol.com,22
"Lynn, Massachusetts",hotmail.com,22
"Cape Coral, Florida",aol.com,22
"Annapolis, Maryland",gmail.com,22
"Doral, Florida",hotmail.com,22
"Dearborn Heights, Michigan",yahoo.com,22
"Deerfield Beach, Florida",gmail.com,22
"Sterling, Virginia",gmail.com,22
"Birmingham, Alabama",att.net,22
"Troy, Michigan",gmail.com,22
"Corona, California",hotmail.com,22
"Santa Monica, California",yahoo.com,22
"Lowell, Massachusetts",hotmail.com,22
"El Cajon, California",yahoo.com,22
"Miami Gardens, Florida",yahoo.com,22
"Atlanta, Georgia",ymail.com,22
"Twin Falls, Idaho",hotmail.com,22
"Fredericksburg, Virginia",yahoo.com,22
"Rexburg, Idaho",gmail.com,22
"Naugatuck, Connecticut",yahoo.com,22
"Decatur, Georgia",yahoo.com,22
"Superior, Wisconsin",yahoo.com,22
"Grand Prairie, Texas",gmail.com,22
"Lewiston, Idaho",yahoo.com,22
"Richmond, California",yahoo.com,22
"Valparaiso, Indiana",hotmail.com,22
"Tacoma, Washington",hotmail.com,22
"Coeur d'Alene, Idaho",hotmail.com,22
"Houston, Texas",comcast.net,22
"Fort Myers, Florida",aol.com,22
"Rialto, California",yahoo.com,22
"Weston, Florida",yahoo.com,22
"Fort Lee, New Jersey",gmail.com,22
"Lincoln, Illinois",yahoo.com,22
"Modesto, California",sbcglobal.net,22
"Thousand Oaks, California",gmail.com,22
"Norwalk, Connecticut",aol.com,22
"Plantation, Florida",yahoo.com,22
"Lafayette, Louisiana",yahoo.com,22
"Kirkland, Washington",gmail.com,22
"Ciudad Juárez, Mexico",hotmail.com,22
"North Miami, Florida",yahoo.com,22
"Wichita, Kansas",hotmail.com,22
"Winston-Salem, North Carolina",yahoo.com,22
"San Diego, California",cox.net,22
"Las Cruces, New Mexico",yahoo.com,22
"Guayaquil, Ecuador",hotmail.com,21
"Peoria, Illinois",gmail.com,21
"Downey, California",hotmail.com,21
"Newark, New Jersey",aol.com,21
"Guadalajara, Jalisco",hotmail.com,21
"Stratford, Connecticut",gmail.com,21
"Jerome, Idaho",gmail.com,21
"Portland, Maine",gmail.com,21
"Parma, Ohio",gmail.com,21
"Decatur, Georgia",gmail.com,21
"Bend, Oregon",gmail.com,21
"Davis, California",gmail.com,21
"Cypress, Texas",yahoo.com,21
"Bellingham, Washington",gmail.com,21
"The Woodlands, Texas",yahoo.com,21
"Jupiter, Florida",gmail.com,21
"Alabaster, Alabama",yahoo.com,21
"Plantation, Florida",hotmail.com,21
"Baytown, Texas",yahoo.com,21
"West Haven, Connecticut",hotmail.com,21
"Allentown, Pennsylvania",yahoo.com,21
"Scottsdale, Arizona",hotmail.com,21
"Henderson, Nevada",yahoo.com,21
"White Plains, New York",hotmail.com,21
"Saint Augustine, Florida",gmail.com,21
"Dallas, Texas",sbcglobal.net,21
"Hayward, California",hotmail.com,21
"Baghdad, Iraq",yahoo.com,21
"Long Beach, California",aol.com,21
"Moreno Valley, California",gmail.com,21
"Hartford, Connecticut",hotmail.com,21
"Asheville, North Carolina",yahoo.com,21
"Moscow, Idaho",gmail.com,21
"Newark, Delaware",yahoo.com,21
"Fort Lauderdale, Florida",bellsouth.net,21
"Murfreesboro, Tennessee",yahoo.com,21
"Vallejo, California",yahoo.com,21
"Michigan City, Indiana",gmail.com,21
"San Juan, Puerto Rico",gmail.com,21
"Toledo, Ohio",yahoo.com,21
"Capitol Heights, Maryland",yahoo.com,21
"Inglewood, California",gmail.com,21
"Santa Maria, California",gmail.com,21
"Winston-Salem, North Carolina",gmail.com,21
"South Gate, California",gmail.com,21
"Converse, Texas",gmail.com,21
"Manhattan, New York",aol.com,21
"Springfield, Illinois",aol.com,21
"Phoenix, Arizona",live.com,21
"Westchester, New York",gmail.com,21
"Washington, District of Columbia",verizon.net,21
"Wallingford, Connecticut",yahoo.com,21
"Waltham, Massachusetts",gmail.com,21
"Coral Gables, Florida",gmail.com,21
"Waco, Texas",yahoo.com,21
"Leesburg, Virginia",gmail.com,21
"Lancaster, Pennsylvania",gmail.com,21
"Columbia, Missouri",gmail.com,21
Cincinnati,aol.com,21
"El Cajon, California",gmail.com,21
"Sonora, California",gmail.com,20
"Greenwich, Connecticut",gmail.com,20
"Green Bay, Wisconsin",gmail.com,20
"Woodbridge, New Jersey",gmail.com,20
"Montgomery, Alabama",yahoo.com,20
"Clarksville, Tennessee",gmail.com,20
"Philadelphia, Pennsylvania",ymail.com,20
"Trussville, Alabama",gmail.com,20
"Indianapolis, Indiana",aol.com,20
"Fayetteville, North Carolina",hotmail.com,20
"San Clemente, California",gmail.com,20
"Valencia, Santa Clarita, California",gmail.com,20
"Lynnwood, Washington",gmail.com,20
"Ann Arbor, Michigan",yahoo.com,20
"Edison, New Jersey",yahoo.com,20
"Taylorville, Illinois",yahoo.com,20
"Westminster, California",gmail.com,20
"Clifton, New Jersey",gmail.com,20
"Sunrise, Florida",hotmail.com,20
"East Los Angeles, California",yahoo.com,20
"Maple Heights, Ohio",yahoo.com,20
"Boston, Massachusetts",yahoo.fr,20
"Pleasanton, California",gmail.com,20
"Walker, Louisiana",gmail.com,20
"Brooklyn, New York",ymail.com,20
"Norcross, Georgia",yahoo.com,20
"San Diego, California",ymail.com,20
"Pocatello, Idaho",hotmail.com,20
"Virginia Beach, Virginia",aol.com,20
"Charlotte Amalie, U.S. Virgin Islands",hotmail.com,20
"Falls Church, Virginia",hotmail.com,20
"Hillsboro, Oregon",gmail.com,20
"Homestead, Florida",hotmail.com,20
"Houma, Louisiana",yahoo.com,20
"East Haven, Connecticut",yahoo.com,20
"Prairieville, Louisiana",gmail.com,20
"State College, Pennsylvania",gmail.com,20
"Moorhead, Minnesota",gmail.com,20
"New Rochelle, New York",gmail.com,20
"Cypress, Texas",gmail.com,20
"El Paso, Texas",aol.com,20
Kenosha,yahoo.com,20
"Boston, Massachusetts",comcast.net,20
"Buffalo, New York",hotmail.com,20
"Naperville, Illinois",yahoo.com,20
"Providence, Rhode Island",yahoo.com,20
"Champaign, Illinois",hotmail.com,20
"Lewiston, Idaho",hotmail.com,20
"Chesapeake, Virginia",yahoo.com,20
"Victorville, California",yahoo.com,20
"Tijuana, Baja California",yahoo.com,20
"Humble, Texas",yahoo.com,20
"Yuma, Arizona",gmail.com,20
"Shelton, Connecticut",aol.com,20
"Greenville, North Carolina",yahoo.com,20
"Hyattsville, Maryland",gmail.com,20
"Panama City Beach, Florida",gmail.com,20
"Santa Rosa, California",gmail.com,20
"McKinney, Texas",gmail.com,20
"Blackfoot, Idaho",gmail.com,20
"Pittsburgh, Pennsylvania",hotmail.com,20
"California City, California",yahoo.com,20
"Modesto, California",live.com,20
"Chicago, Illinois",msn.com,20
"Hamilton, Alabama",yahoo.com,20
"Tucson, Arizona",aol.com,20
"Garfield, New Jersey",gmail.com,20
"Everett, Washington",hotmail.com,20
"La Puente, California",yahoo.com,20
"Humble, Texas",gmail.com,20
"Charlotte, North Carolina",aol.com,19
"Indio, California",gmail.com,19
"Bozeman, Montana",gmail.com,19
"Aurora, Colorado",yahoo.com,19
"Crown Point, Indiana",gmail.com,19
"Jacksonville, North Carolina",yahoo.com,19
"Durham, North Carolina",hotmail.com,19
"Poughkeepsie, New York",gmail.com,19
"Manteca, California",aol.com,19
"Honolulu, Hawaii",hotmail.com,19
"Leeds, Alabama",yahoo.com,19
"Burlington, Vermont",gmail.com,19
"Summerville, South Carolina",yahoo.com,19
"Sandpoint, Idaho",gmail.com,19
"Lake Forest, California",gmail.com,19
"Gardendale, Alabama",yahoo.com,19
"Farmington Hills, Michigan",gmail.com,19
"Sterling, Virginia",hotmail.com,19
"San Marcos, Texas",gmail.com,19
"San Leandro, California",gmail.com,19
"Cumming, Georgia",gmail.com,19
"White Plains, New York",gmail.com,19
"Merced, California",hotmail.com,19
"McCalla, Alabama",gmail.com,19
"Simi Valley, California",gmail.com,19
"Somerset, New Jersey",yahoo.com,19
"Norwalk, California",gmail.com,19
"Palm Springs, California",yahoo.com,19
"Vista, California",gmail.com,19
"Somerville, Massachusetts",gmail.com,19
"Santo Domingo, Dominican Republic",gmail.com,19
"Boise, Idaho",live.com,19
"Katy, Texas",hotmail.com,19
"Topeka, Kansas",yahoo.com,19
"Port Saint Lucie, Florida",hotmail.com,19
"West Lafayette, Indiana",gmail.com,19
"Kent, Washington",hotmail.com,19
"Manchester, New Hampshire",yahoo.com,19
"Jacksonville, Florida",aol.com,19
"Corpus Christi, Texas",hotmail.com,19
"Aventura, Florida",hotmail.com,19
"Meridian, Idaho",hotmail.com,19
"Schertz, Texas",yahoo.com,19
"Morristown, New Jersey",gmail.com,19
"Palm Beach, Florida",gmail.com,19
"Paris, Illinois",yahoo.com,19
"Hamilton, New Jersey",yahoo.com,19
"Modesto, California",att.net,19
"Las Vegas, Nevada",msn.com,19
"Fayette, Alabama",yahoo.com,19
"Peoria, Arizona",gmail.com,19
"Cedar Rapids, Iowa",gmail.com,19
"Kirkland, Washington",yahoo.com,19
"Chicago, Illinois",icloud.com,19
"Kennesaw, Georgia",gmail.com,19
"Pell City, Alabama",gmail.com,19
"Lynnwood, Washington",hotmail.com,19
"Hartford, Connecticut",aol.com,19
"Costa Mesa, California",hotmail.com,19
"Toronto, Ontario",gmail.com,19
"Olathe, Kansas",gmail.com,19
"Perth Amboy, New Jersey",yahoo.com,19
"Ho Chi Minh City, Vietnam",gmail.com,19
"Philipsburg, Netherlands Antilles",yahoo.com,19
"Sugar Land, Texas",hotmail.com,19
"Ocala, Florida",yahoo.com,19
"Stockton, California",sbcglobal.net,19
"Burbank, California",yahoo.com,19
"Waterbury, Connecticut",hotmail.com,19
"St. George, Utah",gmail.com,19
"Valencia, Carabobo",hotmail.com,19
"Redlands, California",gmail.com,19
"Gulfport, Mississippi",yahoo.com,19
"Atlanta, Georgia",comcast.net,19
"West Hollywood, California",yahoo.com,18
"Pasadena, Texas",yahoo.com,18
"Macon, Georgia",yahoo.com,18
"Englewood, New Jersey",gmail.com,18
"Melbourne, Florida",yahoo.com,18
"Newark, New Jersey",live.com,18
"Dearborn Heights, Michigan",gmail.com,18
"Harrisonburg, Virginia",gmail.com,18
"Round Rock, Texas",gmail.com,18
"Germantown, Maryland",gmail.com,18
"Suffolk County, New York",gmail.com,18
"New York, New York",hotmail.es,18
"Parsippany, New Jersey",gmail.com,18
"Garfield Heights, Ohio",yahoo.com,18
"Yonkers, New York",aol.com,18
"El Monte, California",gmail.com,18
"Edinburg, Texas",hotmail.com,18
"Davie, Florida",aol.com,18
"Rockford, Illinois",yahoo.com,18
"McKinney, Texas",yahoo.com,18
Hyderabad,yahoo.com,18
"Kent, Ohio",gmail.com,18
"Portland, Maine",yahoo.com,18
"Cullman, Alabama",yahoo.com,18
"San Luis Obispo, California",gmail.com,18
"Clearwater, Florida",hotmail.com,18
"Schaumburg, Illinois",gmail.com,18
"Baton Rouge, Louisiana",rocketmail.com,18
